Probe_name	Gene_Name	Gene_desc	Tumor_1_ERPos_expr	Tumor_2_ERNeg_expr
L07633_AT	PSME1	"proteasome (prosome, macropain) activator subunit 1 (PA28 alpha)"	2820	2997
D45248_AT	PSME2	"proteasome (prosome, macropain) activator subunit 2 (PA28 beta)"	1806	5012
U11292_AT	PSME3	"proteasome (prosome, macropain) activator subunit 3 (PA28 gamma; Ki)"	640	286
D38521_AT	PSME4	"proteasome (prosome, macropain) activator subunit 4"	314	1426
D88378_AT	PSMF1	"proteasome (prosome, macropain) inhibitor subunit 1 (PI31)"	237	352
Y10275_AT	PSPH	phosphoserine phosphatase	13	-97
D10202_AT	PTAFR	platelet-activating factor receptor	181	-81
U43148_AT	PTCH1	patched homolog 1 (Drosophila)	820	798
U36759_S_AT	PTCRA	pre T-cell antigen receptor alpha	532	404
D14694_AT	PTDSS1	phosphatidylserine synthase 1	1784	1887
U92436_AT	PTEN	phosphatase and tensin homolog (mutated in multiple advanced cancers 1)	148	38
U31099_AT	PTGDR	prostaglandin D2 receptor (DP)	-20	-237
M98539_AT	PTGDS	prostaglandin D2 synthase 21kDa (brain)	465	494
U19487_AT	PTGER2	"prostaglandin E receptor 2 (subtype EP2), 53kDa"	21	144
D86096_CDS1_S_AT	PTGER3	prostaglandin E receptor 3 (subtype EP3)	132	45
D86096_CDS3_AT	PTGER3	prostaglandin E receptor 3 (subtype EP3)	-13	-114
D86096_CDS6_AT	PTGER3	prostaglandin E receptor 3 (subtype EP3)	-2	26
S68874_S_AT	PTGER3	prostaglandin E receptor 3 (subtype EP3)	388	463
X83857_S_AT	PTGER3	prostaglandin E receptor 3 (subtype EP3)	-46	-86
X83863_AT	PTGER3	prostaglandin E receptor 3 (subtype EP3)	218	-2157
L28175_AT	PTGER4	prostaglandin E receptor 4 (subtype EP4)	-98	-5
L24804_AT	PTGES3	prostaglandin E synthase 3 (cytosolic)	541	363
L24470_AT	PTGFR	prostaglandin F receptor (FP)	104	-16
D38128_AT	PTGIR	prostaglandin I2 (prostacyclin) receptor (IP)	-509	-495
D38145_AT	PTGIS	prostaglandin I2 (prostacyclin) synthase	277	350
M59979_AT	PTGS1	prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase)	-270	19
D28235_S_AT	PTGS2	prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)	-1	49
L15326_S_AT	PTGS2	prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)	11	-96
U04636_RNA1_AT	PTGS2	prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)	-14	-87
J00301_AT	PTH	parathyroid hormone	-31	-87
M17183_S_AT	PTHLH	parathyroid hormone-like hormone	91	152
M24349_S_AT	PTHLH	parathyroid hormone-like hormone	131	-28
M24351_CDS3_S_AT	PTHLH	parathyroid hormone-like hormone	241	96
M26958_S_AT	PTHLH	parathyroid hormone-like hormone	179	96
M57293_AT	PTHLH	parathyroid hormone-like hormone	-54	-773
U17418_AT	PTHR1	parathyroid hormone receptor 1	22	58
U25128_AT	PTHR2	parathyroid hormone receptor 2	8	184
U43522_AT	PTK2B	PTK2B protein tyrosine kinase 2 beta	309	157
X78549_AT	PTK6	PTK6 protein tyrosine kinase 6	37	445
U40271_S_AT	PTK7	PTK7 protein tyrosine kinase 7	-456	317
M14483_RNA1_S_AT	PTMA	"prothymosin, alpha (gene sequence 28)"	6908	17132
M26708_S_AT	PTMA	"prothymosin, alpha (gene sequence 28)"	12133	23089
M24398_AT	PTMS	parathymosin	692	2337
M57399_AT	PTN	"pleiotrophin (heparin binding growth factor 8, neurite growth-promoting factor 1)"	1826	56
U79287_AT	PTOV1	prostate tumor overexpressed gene 1	1473	509
U48296_AT	PTP4A1	"protein tyrosine phosphatase type IVA, member 1"	490	1114
U14603_AT	PTP4A2	"protein tyrosine phosphatase type IVA, member 2"	3469	2379
M31724_AT	PTPN1	"protein tyrosine phosphatase, non-receptor type 1"	906	455
M33684_S_AT	PTPN1	"protein tyrosine phosphatase, non-receptor type 1"	365	74
D13540_AT	PTPN11	"protein tyrosine phosphatase, non-receptor type 11 (Noonan syndrome 1)"	76	337
U79291_AT	PTPN11	"protein tyrosine phosphatase, non-receptor type 11 (Noonan syndrome 1)"	573	297
M93425_AT	PTPN12	"protein tyrosine phosphatase, non-receptor type 12"	742	1614
X82676_AT	PTPN14	"protein tyrosine phosphatase, non-receptor type 14"	-199	-93
X79568_AT	PTPN18	"protein tyrosine phosphatase, non-receptor type 18 (brain-derived)"	2	-202
M25393_AT	PTPN2	"protein tyrosine phosphatase, non-receptor type 2"	30	59
X79510_AT	PTPN21	"protein tyrosine phosphatase, non-receptor type 21"	31	-222
M64572_AT	PTPN3	"protein tyrosine phosphatase, non-receptor type 3"	-85	-27
M68941_AT	PTPN4	"protein tyrosine phosphatase, non-receptor type 4 (megakaryocyte)"	648	177
U27831_AT	PTPN5	"protein tyrosine phosphatase, non-receptor type 5 (striatum-enriched)"	682	501
X62055_AT	PTPN6	"protein tyrosine phosphatase, non-receptor type 6"	551	424
D11327_S_AT	PTPN7	"protein tyrosine phosphatase, non-receptor type 7"	-264	135
M83738_AT	PTPN9	"protein tyrosine phosphatase, non-receptor type 9"	284	548
M34668_AT	PTPRA	"protein tyrosine phosphatase, receptor type, A"	314	304
X54131_AT	PTPRB	"protein tyrosine phosphatase, receptor type, B"	-112	-159
Y00062_AT	PTPRC	"protein tyrosine phosphatase, receptor type, C"	134	398
X97267_RNA1_S_AT	PTPRCAP	"protein tyrosine phosphatase, receptor type, C-associated protein"	-482	286
L38929_AT	PTPRD	"protein tyrosine phosphatase, receptor type, D"	1	91
Y00815_AT	PTPRF	"protein tyrosine phosphatase, receptor type, F"	1576	2644
U46116_AT	PTPRG	"protein tyrosine phosphatase, receptor type, G"	107	131
D15049_AT	PTPRH	"protein tyrosine phosphatase, receptor type, H"	61	277
D37781_S_AT	PTPRJ	"protein tyrosine phosphatase, receptor type, J"	-59	94
U10886_AT	PTPRJ	"protein tyrosine phosphatase, receptor type, J"	-140	206
L77886_AT	PTPRK	"protein tyrosine phosphatase, receptor type, K"	1085	2427
X58288_AT	PTPRM	"protein tyrosine phosphatase, receptor type, M"	80	-126
L18983_AT	PTPRN	"protein tyrosine phosphatase, receptor type, N"	1118	1733
U66702_AT	PTPRN2	"protein tyrosine phosphatase, receptor type, N polypeptide 2"	248	257
Z48541_AT	PTPRO	"protein tyrosine phosphatase, receptor type, O"	101	12
D64053_AT	PTPRR	"protein tyrosine phosphatase, receptor type, R"	-59	61
Z79693_S_AT	PTPRR	"protein tyrosine phosphatase, receptor type, R"	7	-8
U35234_AT	PTPRS	"protein tyrosine phosphatase, receptor type, S"	992	-23
U40317_S_AT	PTPRS	"protein tyrosine phosphatase, receptor type, S"	-149	-505
X97198_AT	PTPRU	"protein tyrosine phosphatase, receptor type, U"	205	732
M93426_AT	PTPRZ1	"protein tyrosine phosphatase, receptor-type, Z polypeptide 1"	18	11
D17400_AT	PTS	6-pyruvoyltetrahydropterin synthase	187	765
Z50022_AT	PTTG1IP	pituitary tumor-transforming 1 interacting protein	2204	1909
M31166_AT	PTX3	"pentraxin-related gene, rapidly induced by IL-1 beta"	-32	1299
X97748_S_AT	PTX3	"pentraxin-related gene, rapidly induced by IL-1 beta"	183	272
D43951_AT	PUM1	pumilio homolog 1 (Drosophila)	369	2022
D87078_AT	PUM2	pumilio homolog 2 (Drosophila)	817	1378
M96684_AT	PURA	purine-rich element binding protein A	265	43
X91648_AT	PURA	purine-rich element binding protein A	499	325
X63578_RNA1_AT	PVALB	parvalbumin	3383	134
L07758_AT	PWP1	PWP1 homolog (S. cerevisiae)	760	403
U56085_AT	PWP2	PWP2 periodic tryptophan protein homolog (yeast)	13	250
D86983_AT	PXDN	peroxidasin homolog (Drosophila)	1015	1818
M86852_AT	PXMP3	"peroxisomal membrane protein 3, 35kDa (Zellweger syndrome)"	634	443
U14588_AT	PXN	paxillin	1555	1158
U47025_S_AT	PYGB	"phosphorylase, glycogen; brain"	750	1500
M14636_AT	PYGL	"phosphorylase, glycogen; liver (Hers disease, glycogen storage disease type VI)"	98	513
M32598_AT	PYGM	"phosphorylase, glycogen; muscle (McArdle syndrome, glycogen storage disease type V)"	123	269
D13897_RNA2_AT	PYY	peptide YY	143	262
X54380_AT	PZP	pregnancy-zone protein	6	-288
X76013_AT	QARS	glutaminyl-tRNA synthetase	2070	1480
M16447_AT	QDPR	quinoid dihydropteridine reductase	2475	172
X71125_AT	QPCT	glutaminyl-peptide cyclotransferase (glutaminyl cyclase)	110	62
L42379_AT	QSOX1	quiescin Q6 sulfhydryl oxidase 1	2237	987
D21852_AT	R3HDM1	R3H domain containing 1	507	833
AF000231_AT	RAB11A	"RAB11A, member RAS oncogene family"	453	16
X79780_AT	RAB11B	"RAB11B, member RAS oncogene family"	-44	89
X75593_AT	RAB13	"RAB13, member RAS oncogene family"	4773	3685
M28209_AT	RAB1A	"RAB1A, member RAS oncogene family"	675	487
D42087_AT	RAB21	"RAB21, member RAS oncogene family"	632	319
U57094_AT	RAB27A	"RAB27A, member RAS oncogene family"	293	230
U57093_AT	RAB27B	"RAB27B, member RAS oncogene family"	120	102
X94703_AT	RAB28	"RAB28, member RAS oncogene family"	33	-74
M28213_S_AT	RAB2A	"RAB2A, member RAS oncogene family"	1948	305
X12953_AT	RAB2A	"RAB2A, member RAS oncogene family"	1204	441
U57092_AT	RAB30	"RAB30, member RAS oncogene family"	237	2
U59877_S_AT	RAB31	"RAB31, member RAS oncogene family"	143	127
U59878_AT	RAB32	"RAB32, member RAS oncogene family"	258	262
D14889_AT	RAB33A	"RAB33A, member RAS oncogene family"	346	278
X79781_AT	RAB35	"RAB35, member RAS oncogene family"	451	57
M28210_AT	RAB3A	"RAB3A, member RAS oncogene family"	-208	-486
M28214_AT	RAB3B	"RAB3B, member RAS oncogene family"	-326	-111
D31886_AT	RAB3GAP1	RAB3 GTPase activating protein subunit 1 (catalytic)	179	169
U05227_AT	RAB40B	"RAB40B, member RAS oncogene family"	-99	298
M28211_AT	RAB4A	"RAB4A, member RAS oncogene family"	160	34
M28215_AT	RAB5A	"RAB5A, member RAS oncogene family"	281	106
X54871_AT	RAB5B	"RAB5B, member RAS oncogene family"	-133	71
M28212_AT	RAB6A	"RAB6A, member RAS oncogene family"	246	101
X93499_AT	RAB7A	"RAB7A, member RAS oncogene family"	167	187
X56741_AT	RAB8A	"RAB8A, member RAS oncogene family"	226	260
U44103_AT	RAB9A	"RAB9A, member RAS oncogene family"	164	285
U44105_AT	RAB9P1	"RAB9, member RAS oncogene family, pseudogene 1"	-46	-214
X91141_AT	RABEP1	"rabaptin, RAB GTPase binding effector protein 1"	37	-63
Z97074_AT	RABEPK	Rab9 effector protein with kelch motifs	810	243
Y08200_AT	RABGGTA	"Rab geranylgeranyltransferase, alpha subunit"	932	1129
X98001_AT	RABGGTB	"Rab geranylgeranyltransferase, beta subunit"	552	202
S78873_S_AT	RABIF	RAB interacting factor	416	363
U74324_AT	RABIF	RAB interacting factor	18	-156
D25274_AT	RAC1	"ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)"	3309	1156
X58401_AT	RAC1	"Ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)"	-27	-49
M64595_AT	RAC2	"ras-related C3 botulinum toxin substrate 2 (rho family, small GTP binding protein Rac2)"	117	-37
D38551_AT	RAD21	RAD21 homolog (S. pombe)	888	1526
AD000092_CDS7_S_AT	RAD23A	RAD23 homolog A (S. cerevisiae)	309	719
D21235_AT	RAD23A	RAD23 homolog A (S. cerevisiae)	1531	2173
D21090_AT	RAD23B	RAD23 homolog B (S. cerevisiae)	427	445
U63139_AT	RAD50	RAD50 homolog (S. cerevisiae)	86	-127
D14134_AT	RAD51	"RAD51 homolog (RecA homolog, E. coli) (S. cerevisiae)"	-89	28
L33262_S_AT	RAD52	RAD52 homolog (S. cerevisiae)	-78	-65
U27516_S_AT	RAD52	RAD52 homolog (S. cerevisiae)	-78	-209
X97795_AT	RAD54L	RAD54-like (S. cerevisiae)	-217	-94
U53174_AT	RAD9A	RAD9 homolog A (S. pombe)	710	114
U84720_AT	RAE1	RAE1 RNA export 1 homolog (S. pombe)	435	535
X03484_AT	RAF1	v-raf-1 murine leukemia viral oncogene homolog 1	875	570
M29474_AT	RAG1	recombination activating gene 1	-103	-47
M94633_AT	RAG2	recombination activating gene 2	66	64
U46194_AT	RAGE	renal tumor antigen	178	137
M35416_AT	RALB	v-ral simian leukemia viral oncogene homolog B (ras related; GTP binding protein)	63	-52
L42542_AT	RALBP1	ralA binding protein 1	678	1650
U14417_AT	RALGDS	ral guanine nucleotide dissociation stimulator	554	762
L38696_AT	RALY	"RNA binding protein, autoantigenic (hnRNP-associated with lethal yellow homolog (mouse))"	887	512
D38076_AT	RANBP1	RAN binding protein 1	774	837
D42063_AT	RANBP2	RAN binding protein 2	170	373
U72761_AT	RANBP5	RAN binding protein 5	92	629
M22995_AT	RAP1A	"RAP1A, member of RAS oncogene family"	505	457
M64788_AT	RAP1GAP	RAP1 GTPase activating protein	-224	-686
D21239_AT	RAPGEF1	Rap guanine nucleotide exchange factor (GEF) 1	70	198
D87467_AT	RAPGEF5	Rap guanine nucleotide exchange factor (GEF) 5	362	298
Z33905_AT	RAPSN	receptor-associated protein of the synapse	-490	-318
X06614_AT	RARA	"retinoic acid receptor, alpha"	1802	45
M62303_AT	RARB	"retinoic acid receptor, beta"	89	16
S82362_S_AT	RARB	"Retinoic acid receptor, beta"	-25	188
Y00291_AT	RARB	"retinoic acid receptor, beta"	-144	-44
L12060_S_AT	RARG	"retinoic acid receptor, gamma"	5	-79
M38258_AT	RARG	"retinoic acid receptor, gamma"	424	126
U27185_AT	RARRES1	retinoic acid receptor responder (tazarotene induced) 1	107	131
U77594_AT	RARRES2	retinoic acid receptor responder (tazarotene induced) 2	334	313
S80343_AT	RARS	arginyl-tRNA synthetase	699	163
M23379_AT	RASA1	RAS p21 protein activator (GTPase activating protein) 1	513	512
D78156_AT	RASA2	RAS p21 protein activator 2	54	60
L26584_S_AT	RASGRF1	Ras protein-specific guanine nucleotide-releasing factor 1	20	-238
Y07847_AT	RASL10A	"RAS-like, family 10, member A"	309	247
D79990_AT	RASSF2	Ras association (RalGDS/AF-6) domain family 2	105	251
M91083_AT	RASSF7	Ras association (RalGDS/AF-6) domain family 7	980	271
L41870_AT	RB1	retinoblastoma 1 (including osteosarcoma)	191	582
L41913_AT	RB1	retinoblastoma 1 (including osteosarcoma)	-11	43
L49209_S_AT	RB1	retinoblastoma 1 (including osteosarcoma)	59	28
L49218_F_AT	RB1	retinoblastoma 1 (including osteosarcoma)	-241	-1251
L49219_F_AT	RB1	retinoblastoma 1 (including osteosarcoma)	-46	-38
L49229_F_AT	RB1	retinoblastoma 1 (including osteosarcoma)	-60	52
D86958_AT	RB1CC1	RB1-inducible coiled-coil 1	179	80
Z35085_S_AT	RB1CC1	RB1-inducible coiled-coil 1	541	319
X74262_AT	RBBP4	retinoblastoma binding protein 4	976	1887
X85134_RNA1_AT	RBBP5	retinoblastoma binding protein 5	129	26
X85133_AT	RBBP6	retinoblastoma binding protein 6	525	208
X72841_AT	RBBP7	retinoblastoma binding protein 7	1547	2588
U72066_AT	RBBP8	retinoblastoma binding protein 8	1228	565
L14812_AT	RBL1	retinoblastoma-like 1 (p107)	475	881
X76061_AT	RBL2	retinoblastoma-like 2 (p130)	211	302
U36621_CDS2_AT	RBM	"similar to RNA binding motif protein, Y chromosome, family 2 member B"	-165	-59
D50912_AT	RBM10	RNA binding motif protein 10	276	686
L13434_AT	RBM15B	RNA binding motif protein 15B	309	646
L40392_AT	RBM25	RNA binding motif protein 25	538	2050
U28686_AT	RBM3	"RNA binding motif (RNP1, RRM) protein 3"	536	573
D38491_AT	RBM34	RNA binding motif protein 34	212	398
X75315_AT	RBM38	RNA binding motif protein 38	109	-84
L10910_AT	RBM39	RNA binding motif protein 39	1100	431
U89505_AT	RBM4	RNA binding motif protein 4	1668	677
AC002115_RNA2_AT	RBM42	RNA binding motif protein 42	568	1190
U23946_AT	RBM5	RNA binding motif protein 5	562	449
U33921_AT	RBM6	RNA binding motif protein 6	296	244
U50839_AT	RBM6	RNA binding motif protein 6	90	99
D28483_AT	RBMS2	"RNA binding motif, single stranded interacting protein 2"	326	159
Z23064_AT	RBMX	"RNA binding motif protein, X-linked"	679	1032
Z69915_AT	RBMX	"RNA binding motif protein, X-linked"	379	309
X76059_AT	RBMY1A1 /// RBMY1B /// RBMY1D /// RBMY1E /// RBMY1F /// RBMY1J	"RNA binding motif protein, Y-linked, family 1, member A1 /// RNA binding motif protein, Y-linked, family 1, member F /// RNA binding motif protein, Y-linked, family 1, member B /// RNA binding motif protein, Y-linked, family 1, member D /// RNA binding motif protein, Y-linked, family 1, member E /// RNA binding motif protein, Y-linked, family 1, member J"	295	107
M11433_AT	RBP1	"retinol binding protein 1, cellular"	601	245
X07438_S_AT	RBP1	"retinol binding protein 1, cellular"	1805	1656
J05253_S_AT	RBP3	"retinol binding protein 3, interstitial"	481	577
X00129_AT	RBP4	"retinol binding protein 4, plasma"	-58	89
D84110_AT	RBPMS	RNA binding protein with multiple splicing	798	634
U96629_RNA1_AT	RC74	integrator complex subunit 9	43	-261
D00591_AT	RCC1 /// SNHG3-RCC1	regulator of chromosome condensation 1	257	42
D42073_AT	RCN1	"reticulocalbin 1, EF-hand calcium binding domain"	450	1325
X78669_AT	RCN2	"reticulocalbin 2, EF-hand calcium binding domain"	181	271
D31888_AT	RCOR1	REST corepressor 1	440	314
S62028_S_AT	RCVRN	recoverin	-87	-501
L03411_S_AT	RDBP	RD RNA binding protein	1089	598
X16105_AT	RDBP	RD RNA binding protein	93	321
X99296_XPT1_AT	RDBP	RD RNA binding protein	-387	-146
U89717_AT	RDH5	retinol dehydrogenase 5 (11-cis/9-cis)	-351	-434
L02320_AT	RDX	radixin	-36	-25
D37984_S_AT	RECQL	RecQ protein-like (DNA helicase Q1-like)	63	49
M73547_AT	REEP5	receptor accessory protein 5	2979	802
J05412_AT	REG1A	"regenerating islet-derived 1 alpha (pancreatic stone protein, pancreatic thread protein)"	472	444
L08010_AT	REG1B	"regenerating islet-derived 1 beta (pancreatic stone protein, pancreatic thread protein)"	179	129
D30715_XPT5_S_AT	REG3A	regenerating islet-derived 3 alpha	216	34
L15533_RNA1_AT	REG3A	regenerating islet-derived 3 alpha	78	-95
D56495_AT	REGL	"regenerating islet-derived-like, pancreatic stone protein-like, pancreatic thread protein-like (rat)"	405	404
X75042_AT	REL	v-rel reticuloendotheliosis viral oncogene homolog (avian)	830	108
L19067_AT	RELA	"v-rel reticuloendotheliosis viral oncogene homolog A, nuclear factor of kappa light polypeptide gene enhancer in B-cells 3, p65 (avian)"	726	3010
U33838_AT	RELA	"v-rel reticuloendotheliosis viral oncogene homolog A, nuclear factor of kappa light polypeptide gene enhancer in B-cells 3, p65 (avian)"	41	-3
U33838_S_AT	RELA	"v-rel reticuloendotheliosis viral oncogene homolog A, nuclear factor of kappa light polypeptide gene enhancer in B-cells 3, p65 (avian)"	173	-52
Z22951_RNA1_S_AT	RELA	"v-rel reticuloendotheliosis viral oncogene homolog A, nuclear factor of kappa light polypeptide gene enhancer in B-cells 3, p65 (avian)"	1072	526
M83221_AT	RELB	"v-rel reticuloendotheliosis viral oncogene homolog B, nuclear factor of kappa light polypeptide gene enhancer in B-cells 3 (avian)"	314	656
U79716_AT	RELN	reelin	69	314
M26901_S_AT	REN	renin	52	524
U52112_RNA5_AT	RENBP	renin binding protein	746	769
AJ001421_AT	RER1	RER1 retention in endoplasmic reticulum 1 homolog (S. cerevisiae)	462	3269
U22314_S_AT	REST	RE1-silencing transcription factor	141	-178
M57464_S_AT	RET	ret proto-oncogene	442	82
L14922_AT	RFC1	"replication factor C (activator 1) 1, 145kDa"	93	-19
L24783_AT	RFC1	"replication factor C (activator 1) 1, 145kDa"	1098	84
X75917_AT	RFC1	"replication factor C (activator 1) 1, 145kDa"	-255	21
M87338_AT	RFC2	"replication factor C (activator 1) 2, 40kDa"	68	-57
L07541_AT	RFC3	"replication factor C (activator 1) 3, 38kDa"	215	113
M87339_AT	RFC4	"replication factor C (activator 1) 4, 37kDa"	477	627
L07540_AT	RFC5	"replication factor C (activator 1) 5, 36.5kDa"	-216	-481
D42043_AT	RFTN1	"raftlin, lipid raft linker 1"	667	655
X58964_AT	RFX1	"regulatory factor X, 1 (influences HLA class II expression)"	-110	-145
X76092_AT	RFX3	"regulatory factor X, 3 (influences HLA class II expression)"	2	-82
X85786_AT	RFX5	"regulatory factor X, 5 (influences HLA class II expression)"	343	942
Y12812_AT	RFXAP	regulatory factor X-associated protein	-27	-92
U68142_AT	RGL2	ral guanine nucleotide dissociation stimulator-like 2	1939	1543
D31815_AT	RGN	regucalcin (senescence marker protein-30)	-24	250
U64675_AT	RGPD3 /// RGPD4 /// RGPD5 /// RGPD6 /// RGPD8	RANBP2-like and GRIP domain containing 5 /// RANBP2-like and GRIP domain containing 4 /// RANBP2-like and GRIP domain containing 3 /// RANBP2-like and GRIP domain containing 8 /// RANBP2-like and GRIP domain containing 6	-37	73
U14910_AT	RGR	retinal G protein coupled receptor	207	319
S59049_AT	RGS1	regulator of G-protein signalling 1	535	1452
U70426_AT	RGS16	regulator of G-protein signalling 16	371	837
X91809_AT	RGS19	regulator of G-protein signalling 19	514	749
L13391_AT	RGS2	"regulator of G-protein signalling 2, 24kDa"	493	1006
AF006609_AT	RGS3	regulator of G-protein signalling 3	-44	-200
U27655_AT	RGS3	regulator of G-protein signalling 3	328	145
U27768_AT	RGS4	regulator of G-protein signalling 4	-84	-111
L40394_AT	RGS6	regulator of G-protein signalling 6	456	265
U32439_AT	RGS7	regulator of G-protein signalling 7	46	170
X64594_AT	RHAG	Rh-associated glycoprotein	-77	-299
X63097_AT	RHD	"Rh blood group, D antigen"	-40	150
D78132_S_AT	RHEB	Ras homolog enriched in brain	1590	770
U49742_AT	RHO	"rhodopsin (opsin 2, rod pigment) (retinitis pigmentosa 4, autosomal dominant)"	184	-293
L25080_AT	RHOA	"ras homolog gene family, member A"	4690	1725
M12174_AT	RHOB	"ras homolog gene family, member B"	1000	613
L25081_AT	RHOC	"ras homolog gene family, member C"	3351	3052
D85815_AT	RHOD	"ras homolog gene family, member D"	1058	560
X61587_AT	RHOG	"ras homolog gene family, member G (rho G)"	373	534
Z35227_AT	RHOH	"ras homolog gene family, member H"	576	239
U79263_AT	RIF1	RAP1 interacting factor homolog (yeast)	2	143
U32331_AT	RIG	regulated in glioma	167	60
D87074_AT	RIMS3	regulating synaptic membrane exocytosis 3	158	218
L36463_AT	RIN1	Ras and Rab interactor 1	468	210
M37190_AT	RIN2	Ras and Rab interactor 2	95	45
Z14000_AT	RING1	ring finger protein 1	805	1029
U50062_AT	RIPK1	receptor (TNFRSF)-interacting serine-threonine kinase 1	195	70
U71203_S_AT	RIT1	Ras-like without CAAX 1	-5	35
Y07566_AT	RIT1	Ras-like without CAAX 1	76	199
Y07565_S_AT	RIT2	Ras-like without CAAX 2	-36	68
L34219_AT	RLBP1	retinaldehyde binding protein 1	81	179
U22377_AT	RLF	rearranged L-myc fusion	197	126
X00949_AT	RLN1	relaxin 1	87	-80
X00948_AT	RLN2	relaxin 2	15	-44
D26129_AT	RNASE1	"ribonuclease, RNase A family, 1 (pancreatic)"	936	675
S79281_AT	RNASE1	"ribonuclease, RNase A family, 1 (pancreatic)"	16	94
X55990_RNA1_AT	RNASE3	"ribonuclease, RNase A family, 3 (eosinophil cationic protein)"	301	204
D37931_AT	RNASE4	"ribonuclease, RNase A family, 4"	396	374
U64998_AT	RNASE6	"ribonuclease, RNase A family, k6"	-107	-511
L10381_AT	RNASEL	"ribonuclease L (2',5'-oligoisoadenylate synthetase-dependent)"	-31	-9
L78833_CDS2_AT	RND2	Rho family GTPase 2	-65	-112
S82240_AT	RND3	Rho family GTPase 3	-36	14
D87451_AT	RNF10	ring finger protein 10	1562	348
D76444_AT	RNF103	ring finger protein 103	1121	1052
AC002477_S_AT	RNF113A	ring finger protein 113A	278	168
X98253_AT	RNF113A	ring finger protein 113A	330	797
D79983_AT	RNF144	ring finger protein 144	106	204
L48211_AT	RNF185	Ring finger protein 185	-95	-143
Y10571_AT	RNF2	ring finger protein 2	56	-12
AB000468_AT	RNF4	ring finger protein 4	812	1762
U89336_CDS4_AT	RNF5	ring finger protein 5	496	417
X13973_AT	RNH1	ribonuclease/angiogenin inhibitor 1	627	443
U49278_AT	RNPEP	arginyl aminopeptidase (aminopeptidase B)	1585	2259
L37368_AT	RNPS1	"RNA binding protein S1, serine-rich domain"	927	1296
M96759_RNA1_AT	ROM1	retinal outer segment membrane protein 1	135	63
M97675_AT	ROR1	receptor tyrosine kinase-like orphan receptor 1	80	30
M97639_AT	ROR2	receptor tyrosine kinase-like orphan receptor 2	34	517
U04898_AT	RORA	RAR-related orphan receptor A	157	62
Y08639_AT	RORB	RAR-related orphan receptor B	140	-3
U16997_AT	RORC	RAR-related orphan receptor C	8	65
M34353_S_AT	ROS1	v-ros UR2 sarcoma virus oncogene homolog 1 (avian)	402	75
M63488_AT	RPA1	"replication protein A1, 70kDa"	327	-327
J05249_AT	RPA2	"replication protein A2, 32kDa"	1411	1638
L07493_AT	RPA3	"replication protein A3, 14kDa"	504	536
U24186_AT	RPA4	"replication protein A4, 34kDa"	-7	149
U18991_AT	RPE65	retinal pigment epithelium-specific protein 65kDa	-58	31
U57629_AT	RPGR	retinitis pigmentosa GTPase regulator	244	192
L35035_AT	RPIA	ribose 5-phosphate isomerase A (ribose 5-phosphate epimerase)	198	537
U12404_AT	RPL10A	ribosomal protein L10a	15325	4542
X79234_AT	RPL11	ribosomal protein L11	8983	5200
L06505_AT	RPL12	ribosomal protein L12	13612	17183
X64707_AT	RPL13	ribosomal protein L13	6036	14969
X56932_AT	RPL13A	ribosomal protein L13a	26156	5955
D87735_AT	RPL14	ribosomal protein L14	5731	2875
X53777_AT	RPL17	ribosomal protein L17	9831	2820
L11566_AT	RPL18	ribosomal protein L18	7690	6510
X80822_AT	RPL18A	ribosomal protein L18a	12480	11766
X63527_AT	RPL19	ribosomal protein L19	26086	8671
X55954_AT	RPL23	ribosomal protein L23	15264	4416
D13413_RNA1_S_AT	RPL24 /// SLC36A2	"ribosomal protein L24 /// solute carrier family 36 (proton/amino acid symporter), member 2"	13885	6528
L19527_AT	RPL27	ribosomal protein L27	9112	5948
U14968_AT	RPL27A	ribosomal protein L27a	19317	6170
U14969_AT	RPL28	ribosomal protein L28	26835	13611
Z49148_S_AT	RPL29	ribosomal protein L29	12147	7635
X73460_AT	RPL3	ribosomal protein L3	18293	12006
X15940_AT	RPL31	ribosomal protein L31	21871	9062
X03342_AT	RPL32	ribosomal protein L32	33582	20965
L38941_AT	RPL34	ribosomal protein L34	18818	6786
U12465_AT	RPL35	ribosomal protein L35	14762	7543
X52966_AT	RPL35A	ribosomal protein L35a	7208	1073
U78027_RNA3_AT	RPL36A	ribosomal protein L36a	10351	9282
M15661_AT	RPL36AL	ribosomal protein L36a-like	2036	505
L06499_AT	RPL37A	ribosomal protein L37a	53324	31794
Z26876_AT	RPL38	ribosomal protein L38	12488	12900
D79205_AT	RPL39	ribosomal protein L39	13220	31400
U65581_AT	RPL3L	ribosomal protein L3-like	894	467
D23660_AT	RPL4	ribosomal protein L4	11713	7255
Z12962_AT	RPL41	ribosomal protein L41	46682	14457
M36072_AT	RPL7A	ribosomal protein L7a	24716	14635
Z28407_AT	RPL8	ribosomal protein L8	24565	22776
U09953_AT	RPL9	ribosomal protein L9	15968	8393
