Gene.Chr	MCF7	BT474	ZR751	T47D	MDAMB468	MDAMB231	BT20
SIM1.6	6	0	2	6	1828	0	4
SIM2.21	376	1768	135	366	1021	454	1431
SIN3A.15	9883	6153	4746	5330	3285	4006	7263
SIN3B.19	4278	1555	1164	1249	3329	4282	6400
SIP1.14	611	846	281	941	443	263	553
SIPA1.11	484	36	645	1109	799	3337	1860
SIPA1L1.14	7347	2285	1186	2974	2409	2213	5831
SIPA1L2.1	3813	727	2713	1416	1849	107	2122
SIPA1L3.19	3889	6969	5558	3947	5913	5324	10931
SIRPA.20	73	166	273	395	331	307	621
SIRPB1.20	0	0	2	0	97	25	39
SIRPB2.20	0	2	0	0	50	0	20
SIRPD.20	0	0	0	0	3	0	0
SIRPG.20	0	0	1	0	54	21	5
SIRT1.10	1480	1952	1805	1473	2434	1147	1280
SIRT2.19	1434	1170	1532	994	1756	784	1616
SIRT3.11	594	532	348	580	499	504	967
SIRT4.12	38	82	41	110	32	16	21
SIRT5.6	340	593	330	470	1491	274	612
SIRT6.19	1004	493	335	426	389	782	720
SIRT7.17	2274	2247	1901	923	1214	1075	1243
SIT1.9	0	4	3	0	1	0	0
SIVA1.14	5079	1555	1704	1831	915	2135	2495
SIX1.14	309	663	397	129	1097	605	104
SIX2.2	251	86	17	17	89	166	17
SIX3.2	5	1	6	232	181	25	0
SIX4.14	1497	1695	927	1093	1538	850	1613
SIX5.19	2324	2644	1356	708	1039	1158	2379
SIX6.14	2	0	0	1	0	0	0
SKAP1.17	32	6	37	622	14	5	0
SKAP2.7	1294	800	2236	5115	4402	642	4269
SKI.1	3711	3545	3512	1306	2509	3841	3734
SKIL.3	3672	772	2236	2306	2866	563	4766
SKIP.17	2459	1744	830	1551	1307	2110	2182
SKIV2L.6	3472	2416	1969	4092	4644	2879	5227
SKIV2L2.5	2817	3315	3228	7246	4988	1438	2121
SKP1.5	7249	8481	6244	8708	7256	6024	5953
SKP2.5	418	918	763	1254	1780	1079	8124
SLA.8	3	13	3	1	0	1	0
SLA2.20	15	7	17	2	10	0	7
SLAIN1.13	199	367	357	0	1	319	0
SLAIN2.4	1864	2635	4357	2504	5659	3859	3028
SLAMF1.1	0	7	2	0	3	0	0
SLAMF6.1	0	3	3	0	0	0	4
SLAMF7.1	1	4	10	2	18	46	211
SLAMF8.1	5	24	15	28	37	37	4
SLAMF9.1	0	27	15	28	2	0	2
SLBP.4	1713	2610	3167	2675	3991	3476	4445
SLC10A1.14	15	16	5	2	0	0	3
SLC10A2.13	0	0	0	0	0	0	0
SLC10A3.x	3693	775	1297	1035	5600	1457	5501
SLC10A4.4	1	3	0	0	2	3	3
SLC10A5.8	6	123	19	12	27	14	6
SLC10A6.4	0	15	4	1	4	3	2
SLC10A7.4	175	196	313	414	332	149	197
SLC11A1.2	51	25	35	20	12	14	54
SLC11A2.12	2382	2773	2080	3428	4134	1546	4333
SLC12A1.15	0	28	23	0	0	0	0
SLC12A2.5	4626	7789	4688	1117	26323	1399	3835
SLC12A3.16	6	32	35	2	7	1	13
SLC12A4.16	2202	683	2171	5334	1700	2750	6362
SLC12A5.20	555	2	29	16	0	26	1
SLC12A6.15	1000	515	974	884	1129	774	1675
SLC12A7.5	3825	9861	2884	4658	206	3395	48
SLC12A8.3	114	640	1009	1050	810	26	1258
SLC12A9.7	5783	1800	2243	777	2228	808	2172
SLC13A1.7	0	0	0	0	0	0	0
SLC13A2.17	2	6	3	3	2	0	0
SLC13A3.20	125	245	29	217	556	142	74
SLC13A4.7	8	26	8	13	9	1	5
SLC13A5.17	4	0	2	0	5	1	0
SLC14A1.18	66	5	9	3	2	2	0
SLC14A2.18	6	20	6	1	1	3	0
SLC15A1.13	0	5	318	2	351	14	4
SLC15A2.3	171	241	163	8	236	1	1595
SLC15A3.11	46	74	13	292	410	714	79
SLC15A4.12	1056	1018	587	1563	1151	1432	573
SLC16A1.1	603	162	386	146	2081	248	10462
SLC16A10.6	15	63	167	40	246	40	36
SLC16A11.17	7	21	16	11	7	4	35
SLC16A12.10	1	1	1	1	0	12	0
SLC16A13.17	453	263	449	196	746	274	713
SLC16A14.2	683	3803	1818	391	795	49	1088
SLC16A2.x	809	1333	2677	78	2315	160	3520
SLC16A3.17	859	641	2810	1652	494	24737	206
SLC16A4.1	58	37	22	84	170	33	631
SLC16A5.17	20	1893	42	1523	1351	575	1976
SLC16A6.17	688	350	335	761	111	25	85
SLC16A7.12	623	4	2	4	0	307	0
SLC16A8.22	90	108	20	205	54	24	178
SLC16A9.10	164	574	217	102	0	22	49
SLC17A1.6	0	0	0	0	0	0	0
SLC17A2.6	2	0	0	0	0	0	0
SLC17A3.6	0	0	0	0	0	0	0
SLC17A4.6	0	0	0	2	6	0	2
SLC17A5.6	314	725	809	607	3197	1468	738
SLC17A6.11	0	0	0	0	0	0	0
SLC17A7.19	85	10	3	9	9	0	14
SLC17A8.12	2	7	2	2	1	0	0
SLC18A1.8	0	0	0	0	0	0	0
SLC18A2.10	14	1	26	1	6	9	5
SLC18A3.10	0	0	0	0	0	0	0
SLC19A1.21	2638	1221	886	1091	1768	6	2270
SLC19A2.1	1991	2589	1764	728	1674	904	413
SLC19A3.2	5	10	8	21	60	66	54
SLC1A1.9	144	434	1070	437	543	136	90
SLC1A2.11	340	129	670	146	126	0	8
SLC1A3.5	42	21	95	7	16779	283	415
SLC1A4.2	386	10046	6598	2492	5427	3861	2186
SLC1A5.19	24211	18515	27546	10898	21780	20382	13399
SLC1A6.19	5	35	4	1	9278	0	0
SLC1A7.1	0	6	2	0	11	14	0
SLC20A1.2	2948	4116	3534	3445	4036	14760	4294
SLC20A2.8	1580	2317	3748	1655	4484	1374	2624
SLC22A1.6	0	2	7	5	0	4	9
SLC22A10.11	0	3	0	0	2	0	0
SLC22A11.11	17	34	5	2	4	1	3
SLC22A12.11	2	7	3	0	0	0	0
SLC22A13.3	7	16	9	3	7	1	6
SLC22A14.3	6	10	5	1	2	0	2
SLC22A15.1	365	83	322	85	165	775	898
SLC22A16.6	0	1	3	0	2	0	0
SLC22A17.14	1100	416	575	635	77	1	978
SLC22A18.11	1411	304	1157	683	1548	514	2363
SLC22A2.6	0	1	0	0	2	4	5
SLC22A20.11	42	69	7	12	199	46	103
SLC22A23.6	2076	3518	2036	3892	2979	303	1401
SLC22A25.11	0	2	2	0	3	0	0
SLC22A3.6	0	0	0	0	0	861	4
SLC22A4.5	167	39	20	36	222	144	139
SLC22A5.5	2243	970	1173	1902	1592	549	2016
SLC22A6.11	11	21	7	3	8	2	1
SLC22A7.6	7	10	1	2	1	0	0
SLC22A8.11	0	8	1	1	0	0	1
SLC22A9.11	0	0	4	0	0	0	0
SLC23A1.5	18	53	22	240	16	9	120
SLC23A2.20	1402	2080	1060	1485	3387	3019	3688
SLC23A3.2	44	19	57	24	66	24	53
SLC24A1.15	1245	549	997	912	155	308	833
SLC24A2.9	4	1	0	1	0	0	3
SLC24A3.20	5038	2853	1132	3673	597	0	189
SLC24A4.14	1	0	2	2	5	0	6
SLC24A5.15	9	13	20	9	1	7	3
SLC24A6.12	688	497	947	577	437	3328	1217
SLC25A1.22	8182	6589	12701	8430	4943	4991	7260
SLC25A10.17	3133	4218	3632	2914	1962	2681	3911
SLC25A11.17	2632	2421	1431	1916	1547	1736	3284
SLC25A12.2	547	540	529	758	1222	682	1103
SLC25A13.7	1750	2164	2352	1487	2370	1529	1220
SLC25A14.x	367	237	389	254	847	168	651
SLC25A15.13	867	592	570	543	793	436	829
SLC25A16.10	405	605	725	987	582	457	440
SLC25A17.22	710	853	1148	1174	2439	760	1201
SLC25A18.22	35	27	1011	273	44	13	30
SLC25A19.17	516	352	533	853	1262	327	421
SLC25A2.5	0	0	4	0	0	0	2
SLC25A20.3	357	191	577	1681	339	285	403
SLC25A21.14	171	203	43	123	765	14	71
SLC25A22.11	1061	1142	564	1097	1199	3911	2205
SLC25A23.19	2080	2023	3855	2722	2787	2214	4346
SLC25A24.1	7533	3828	3256	3113	7574	4549	7960
SLC25A25.9	2781	2623	803	1065	1449	1277	1047
SLC25A26.3	469	309	374	289	507	722	1095
SLC25A27.6	5	50	50	271	306	145	76
SLC25A28.10	873	781	871	1205	980	822	455
SLC25A29.14	6170	4872	4153	2105	955	655	845
SLC25A3.12	18044	5109	12963	22622	15760	21392	13306
SLC25A30.13	533	332	360	406	49	399	278
SLC25A31.4	0	0	0	0	0	0	3
SLC25A32.8	1339	790	1007	863	3474	1438	1684
SLC25A33.1	191	273	246	269	402	199	465
SLC25A34.1	29	33	11	31	28	15	84
SLC25A35.17	175	211	264	226	232	182	734
SLC25A36.3	2989	10226	3387	2961	4644	1912	3631
SLC25A37.8	586	404	581	493	1855	1837	626
SLC25A38.3	2483	1157	1491	1315	770	1457	1643
SLC25A39.17	11605	5109	7929	9481	5498	5137	13430
SLC25A4.4	1014	4799	1174	990	1271	1246	1063
SLC25A40.7	547	540	788	498	954	266	673
SLC25A41.19	12	23	16	25	9	3	11
SLC25A42.19	709	197	121	841	206	355	203
SLC25A43.x	2598	48	1369	695	3889	900	5078
SLC25A44.1	2458	4007	3571	3690	2693	1478	3366
SLC25A45.11	164	455	167	228	466	92	270
SLC25A46.5	1659	1319	1679	1876	3045	1893	1854
SLC25A5.x	25534	10687	17182	11500	36492	10330	45606
SLC25A6.x	24457	15506	16959	15705	7122	10102	3907
SLC25A6.y	0	0	0	0	0	0	0
SLC26A1.4	395	593	317	526	102	174	1043
SLC26A10.12	140	6	290	43	4	34	67
SLC26A11.17	1236	832	1539	1182	637	276	844
SLC26A2.5	1035	507	518	1674	5875	1563	700
SLC26A3.7	1	5	35	0	3	0	0
SLC26A4.7	8	13	7	0	33	25	11
SLC26A5.7	14	4	7	2	0	1	1
SLC26A6.3	1245	749	1351	1177	1283	1445	1090
SLC26A7.8	6	36	1	17	0	8	0
SLC26A8.6	4	5	1	23	1	1	11
SLC26A9.1	3	16	10	0	8	7	4
SLC27A1.19	571	447	428	635	1642	1347	859
SLC27A2.15	1431	447	126	116	1216	10	293
SLC27A3.1	2436	1431	480	489	891	244	116
SLC27A4.9	4662	5332	1646	2295	1453	3765	3922
SLC27A5.19	316	75	111	303	451	88	235
SLC27A6.5	150	35	74	6	0	0	0
SLC28A1.15	52	24	20	4	210	1	11
SLC28A2.15	0	2	1	0	0	1	0
SLC28A3.9	0	8	1	0	624	5	0
SLC29A1.6	1693	3085	4698	3936	1931	7766	1686
SLC29A2.11	2701	2751	2974	3380	2454	955	1755
SLC29A3.10	1244	258	363	165	246	324	1023
SLC29A4.7	996	1003	240	571	318	145	402
SLC2A1.1	7107	3943	10049	1316	9272	23404	7983
SLC2A10.20	1874	8980	4398	761	1077	117	912
SLC2A11.22	601	416	766	503	610	124	661
SLC2A12.6	170	59	82	50	851	671	195
SLC2A13.12	309	810	803	698	290	336	24
SLC2A14.12	86	9	264	1	40	26	4
SLC2A2.3	0	0	1	0	0	1	2
SLC2A3.12	21	6	64	1	5	1637	108
SLC2A4.17	93	21	50	47	76	45	37
SLC2A4RG.20	8107	9280	7884	5791	2923	4587	13299
SLC2A5.1	9	8	14	0	3	4	2
SLC2A6.9	663	59	323	1164	268	1279	2868
SLC2A7.1	2	3	3	3	1	0	0
SLC2A8.9	1790	1210	604	733	412	282	803
SLC2A9.4	2	18	18	2	67	0	3
SLC30A1.1	1448	496	1709	273	1889	704	2066
SLC30A10.1	2	5	2	0	6	0	0
SLC30A2.1	4	13	32	6	32	0	211
SLC30A3.2	246	106	56	19	57	154	153
SLC30A4.15	126	118	180	333	389	187	202
SLC30A5.5	3293	1839	3026	3653	3179	1938	2598
SLC30A6.2	859	797	725	610	1724	942	1055
SLC30A7.1	557	695	681	793	3332	1956	1027
SLC30A8.8	4	2	4	0	0	3	0
SLC30A9.4	2219	4517	6448	4027	4142	2275	2847
SLC31A1.9	2288	2046	4120	3788	4890	4784	3621
SLC31A2.9	683	99	220	784	414	658	1514
SLC32A1.20	0	0	0	0	0	0	0
SLC33A1.3	1205	1343	1497	1113	1738	830	1470
SLC34A1.5	4	1	4	0	5	1	14
SLC34A2.4	0	0	1105	0	70	8	0
SLC34A3.9	107	101	52	102	21	68	319
SLC35A1.6	1818	1989	1980	2094	1496	295	508
SLC35A2.x	1910	2800	3115	3261	2311	2750	2176
SLC35A3.1	572	983	1815	825	2981	579	1420
SLC35A4.5	5610	3876	3411	8126	4276	5082	4847
SLC35A5.3	773	1130	1202	1035	1568	945	1941
SLC35B1.17	3990	3598	2698	2519	1969	1388	1300
SLC35B2.6	3745	2749	3123	5061	4977	4375	3014
SLC35B3.6	592	795	988	411	1963	538	1344
SLC35B4.7	1166	693	436	521	1357	1813	1194
SLC35C1.11	3683	452	730	1738	1393	1150	1547
SLC35C2.20	3006	2427	2435	2854	2169	3214	3445
SLC35D1.1	227	143	157	206	462	148	186
SLC35D2.9	1083	311	576	472	1438	1142	762
SLC35D3.6	3	2	0	0	2	0	1
SLC35E1.19	8265	3254	4412	3966	6697	4080	6978
SLC35E2.1	295	149	125	186	28	133	126
SLC35E3.12	770	307	986	1114	306	332	461
SLC35E4.22	190	153	298	171	243	477	97
SLC35F1.6	0	46	48	0	0	1	0
SLC35F2.11	921	1299	1473	1963	9527	3544	2264
SLC35F3.1	21	52	73	0	2	495	314
SLC35F4.14	2	4	1	2	2	0	0
SLC35F5.2	2081	2114	2513	1833	3564	1268	3957
SLC36A1.5	1430	690	1459	1377	1751	1741	609
SLC36A2.5	0	5	4	5	0	0	0
SLC36A3.5	1	9	10	2	2	0	2
SLC36A4.11	125	673	412	1080	553	665	410
SLC37A1.21	3555	2067	993	1383	2147	572	3990
SLC37A2.11	23	14	33	26	333	3646	24
SLC37A3.7	1175	2196	1102	1296	1556	1582	2556
SLC37A4.11	2566	884	1217	3647	2386	2830	1601
SLC38A1.12	38544	40376	31412	17726	23419	21507	13651
SLC38A10.17	6407	2256	7222	4576	3440	2831	4440
SLC38A11.2	4	1	4	0	0	1	0
SLC38A2.12	33777	14308	4209	16481	17931	10670	11033
SLC38A3.3	21	208	21	253	165	0	38
SLC38A4.12	4	2	2	3	39	64	2
SLC38A5.x	18	22	14	21	19	13	6
SLC38A6.14	388	104	177	339	144	133	196
SLC38A7.16	583	590	580	610	602	816	953
SLC38A8.16	5	7	3	3	0	0	0
SLC38A9.5	526	310	319	1050	620	544	177
SLC39A1.1	8524	9948	14703	12049	9924	5698	13043
SLC39A10.2	2045	1895	1718	1978	1144	2501	2400
SLC39A11.17	1504	1717	13634	3247	2474	431	1071
SLC39A12.10	2	2	0	0	0	3	0
SLC39A13.11	1584	903	715	1765	719	5797	957
SLC39A14.8	1562	1237	1660	2139	2525	3369	8534
SLC39A2.14	5	2	1	46	236	0	129
SLC39A3.19	990	1268	1107	1233	947	1155	1698
SLC39A4.8	1333	115	2124	749	501	738	1147
SLC39A5.12	4	10	6	7	5	3	9
SLC39A6.18	108095	11776	95168	4881	2502	2107	1143
SLC39A7.6	4747	10100	5837	13893	7769	7946	9355
SLC39A8.4	954	529	1006	2130	2429	1866	1740
SLC39A9.14	3451	3344	3415	6407	2561	2162	2641
SLC3A1.2	2	15	0	0	2	1	4
SLC3A2.11	14134	13935	11189	8315	11774	20028	10000
SLC40A1.2	0	5615	5275	17386	3	209	1
SLC41A1.1	3286	638	2426	1883	5054	3655	4664
SLC41A2.12	313	81	574	640	860	603	887
SLC41A3.3	2458	1199	920	884	1889	2343	1942
SLC43A1.11	163	370	16	95	541	1695	15
SLC43A2.17	4067	1770	979	2006	270	675	2110
SLC43A3.11	16	161	625	742	8564	18295	42
SLC44A1.9	7079	6446	3440	7056	6421	3174	9966
SLC44A2.19	16968	13337	12472	11653	108209	4681	22572
SLC44A3.1	65	93	381	340	2267	15	990
SLC44A4.6	29	115	3271	47	4	2	1
SLC44A5.1	29	63	61	8	0	46	203
SLC45A1.1	50	15	24	14	25	44	1
SLC45A2.5	0	10	8	0	7	0	4
SLC45A3.1	285	46	371	368	5331	707	861
SLC45A4.8	747	471	196	292	388	316	684
SLC46A1.17	523	596	438	593	291	399	598
SLC46A2.9	16	11	2	17	5	7	11
SLC46A3.13	491	74	1189	1767	1182	204	1622
SLC47A1.17	101	33	8	671	278	426	0
SLC47A2.17	3	4	2	7	16	2	61
SLC4A1.17	14	38	14	7	9	5	7
SLC4A10.2	950	28	171	9	0	0	0
SLC4A11.20	504	540	284	625	2246	405	673
SLC4A1AP.2	1253	1098	1115	1200	2347	1429	1893
SLC4A2.7	12254	8361	8483	4616	9197	7146	13635
SLC4A3.2	768	433	533	82	1246	366	1170
SLC4A4.4	0	7	2	0	432	75	4
SLC4A5.2	239	858	1095	374	676	313	423
SLC4A7.3	2995	1303	1168	2856	2969	1010	1173
SLC4A8.12	194	177	782	367	191	89	307
SLC4A9.5	13	11	7	18	8	1	9
SLC5A1.22	4	13	1	4	502	2	0
SLC5A10.17	166	60	61	80	80	197	164
SLC5A11.16	10	34	15	5	5	23	4
SLC5A12.11	55	0	180	109	20	0	96
SLC5A2.16	3	8	8	17	3	2	6
SLC5A3.21	1364	800	695	1103	4719	1594	1917
SLC5A4.22	2	2	6	0	0	73	792
SLC5A5.19	32	26	49	63	18	6	9
SLC5A6.2	5917	6728	4286	4204	12489	2175	13060
SLC5A7.2	0	0	12	0	0	0	0
SLC5A8.12	129	562	1	0	0	0	0
SLC5A9.1	4	17	240	1	6	0	0
SLC6A1.3	0	1	0	0	0	0	1
SLC6A11.3	2	722	44	153	375	2	1
SLC6A12.12	11	8	9	30	8	0	2
SLC6A13.12	3	21	9	4	0	1	1
SLC6A14.x	11927	2545	9	78	3640	11	8
SLC6A15.12	0	4	29	0	0	0	0
SLC6A16.19	56	148	21	46	43	6	64
SLC6A17.1	25	252	482	344	4940	0	899
SLC6A18.5	3	2	1	2	0	0	0
SLC6A19.5	32	2	2	4	0	0	0
SLC6A2.16	4	5	17	1	1750	0	1930
SLC6A20.3	9	11	38	4	95	7	2
SLC6A3.5	146	149	4	4	4	0	2
SLC6A4.17	4	19	8	34	0	4	1
SLC6A5.11	2	0	1	0	0	0	0
SLC6A6.3	4990	722	782	4767	3368	6731	9718
SLC6A7.5	2	0	6	1	4	2	0
SLC6A8.x	2084	4907	2949	2050	864	251	588
SLC6A9.1	990	1424	707	671	5608	1086	886
SLC7A1.13	8327	9962	5852	3163	11950	23244	12899
SLC7A10.19	5	1	1	25	17	0	1
SLC7A11.4	411	1976	583	394	2343	8432	2912
SLC7A13.8	0	4	1	0	0	0	2
SLC7A14.3	4	4	1	1	2	0	0
SLC7A2.8	42690	7063	13124	53	14	701	0
SLC7A3.x	1	1	0	0	0	0	0
SLC7A4.22	4	10	36	2	3	0	2
SLC7A5.16	33315	30392	43420	15058	29886	64479	24531
SLC7A6.16	3058	2902	5794	4362	2369	2839	16901
SLC7A6OS.16	278	235	284	254	160	483	656
SLC7A7.14	17	25	13	6	18	59	28
SLC7A8.14	805	5987	344	4193	172	0	60
SLC7A9.19	2	27	8	7	18	2	21
SLC8A1.2	262	25	6	0	4	0	1
SLC8A2.19	11	29	0	86	77	5	112
SLC8A3.14	14	5	2	1	0	0	0
SLC9A1.1	6980	4991	2291	2202	2029	1546	3563
SLC9A10.3	1	8	0	2	3	1	4
SLC9A11.1	0	3	1	0	1	2	0
SLC9A2.2	1620	3230	2262	2928	16	72	36
SLC9A3.5	646	498	401	91	108	53	397
SLC9A3R1.17	32955	31987	48275	37060	13340	2905	10000
SLC9A3R2.16	2706	2672	5777	4161	999	4773	1204
SLC9A4.2	64	21	4	4	0	1	3
SLC9A5.16	142	94	437	241	148	108	1018
SLC9A6.x	1260	160	530	567	2784	894	1805
SLC9A7.x	1540	697	1222	1246	1617	678	1025
SLC9A8.20	2103	3284	1538	2173	1569	1935	4047
SLC9A9.3	4	2	5	26	2	19	0
SLCO1A2.12	0	1	6	9	0	0	0
SLCO1B1.12	0	1	0	14	0	1	0
SLCO1B3.12	0	0	1	0	0	447	0
SLCO1C1.12	0	0	1	0	0	0	0
SLCO2A1.3	213	35	71	34	790	0	8
SLCO2B1.11	6	11	2	1	2	6	2
SLCO3A1.15	1994	227	514	53	2071	747	0
SLCO4A1.20	1965	710	721	82	819	2544	951
SLCO4C1.5	135	35	120	13	14	242	0
SLCO5A1.8	18	51	8	4	2	2	0
SLCO6A1.5	0	0	0	0	0	0	5
SLFN11.17	30	24	63	1993	3753	3	927
SLFN12.17	1	0	47	567	306	548	337
SLFN13.17	0	5	988	2047	3336	795	1374
SLFN14.17	0	5	1	2	2	1	0
SLFN5.17	1076	4920	360	2713	2074	2334	173
SLFNL1.1	11	46	17	24	100	22	60
SLIT1.10	145	63	7	9	12	19	56
SLIT2.4	233	138	13	0	0	526	1
SLIT3.5	4	64	21	1	5	5	3
SLITRK1.13	81	2	14	0	1	0	0
SLITRK2.x	2	0	5	0	0	0	0
SLITRK3.3	2	2	0	3	0	4	0
SLITRK4.x	148	72	233	1117	0	12	0
SLITRK5.13	19	8	558	433	0	139	4
SLITRK6.13	886	5586	116	14	386	0	10
SLK.10	2251	4392	5255	2745	4828	5590	2086
SLMAP.3	1364	1970	2818	2130	3824	2700	3692
SLMO1.18	170	462	92	98	398	142	51
SLMO2.20	9414	3374	7447	5487	5421	6061	9816
SLN.11	2	0	2	0	0	0	0
SLPI.20	74	252	918	23	4052	6	3336
SLTM.15	4336	7208	4423	4207	5743	3592	8685
SLU7.5	2244	2331	2401	3438	3288	2324	1910
SLURP1.8	30	4	15	31	41	0	41
SMAD1.4	667	1313	1269	575	2546	275	1246
SMAD2.18	2392	5700	5475	2485	5354	1739	3160
SMAD3.15	10681	1087	1746	605	4058	12588	9342
SMAD4.18	1585	4998	2927	2330	29	1275	1321
SMAD5.5	2728	5190	3259	3397	5689	3297	1676
SMAD6.15	1139	268	367	128	471	195	955
SMAD7.18	978	924	974	319	407	400	331
SMAD9.13	63	32	29	64	21	106	5
SMAP1.6	2085	1637	1428	2128	3461	2275	1411
SMAP2.1	1263	2064	1473	1349	3492	985	949
SMARCA1.x	72	179	272	3939	268	1750	39
SMARCA2.9	3348	2807	5962	2545	3672	2428	6858
SMARCA4.19	18512	26219	8195	8714	13462	7348	12345
SMARCA5.4	7119	8377	6567	5072	7651	4049	8947
SMARCAD1.4	1397	2277	1816	1861	2314	1567	1627
SMARCAL1.2	1068	1112	861	1000	1509	828	1082
SMARCB1.22	5176	4129	3366	3046	3703	3452	4046
SMARCC1.3	7089	11252	8519	8439	12254	7880	11020
SMARCC2.12	8526	7191	5469	8937	4193	3734	4890
SMARCD1.12	4590	3233	1997	4999	2039	2983	3600
SMARCD2.17	26241	7683	13703	11696	4672	3404	10116
SMARCD3.7	714	177	681	181	291	434	702
SMARCE1.17	3717	5334	5596	7474	3597	3140	2803
SMC1A.x	7801	11324	10782	16189	14342	14798	10196
SMC1B.22	9	320	15	17	17	3	11
SMC2.9	2093	2837	3205	8069	4470	4322	7437
SMC3.10	2982	2403	3995	3405	5057	7038	2340
SMC4.3	5795	14006	7897	16708	14109	8613	17460
SMC5.9	1359	1456	2253	1544	3495	2447	1766
SMC6.2	1757	1489	1439	1280	6063	2072	2754
SMCHD1.18	2202	5442	4532	2301	15594	5518	5702
SMCP.1	0	0	0	0	0	0	0
SMCR7.17	1136	681	580	1975	481	714	1250
SMCR7L.22	1472	3580	1813	1989	6003	2648	3314
SMCR8.17	4028	3624	3123	8443	2304	4730	5216
SMEK1.14	5807	5610	4289	4207	4329	1734	3767
SMEK2.2	4241	6762	4686	3259	10368	3814	6419
SMG1.16	11127	7459	6671	6123	11745	6486	10577
SMG5.1	8907	18922	7539	9684	12056	8547	11910
SMG6.17	3148	2909	1306	1732	1307	5014	4363
SMG7.1	8937	5912	10981	9789	11727	3776	16219
SMN2.5	44	53	36	34	2	55	61
SMNDC1.10	1378	748	1515	1524	1948	1414	873
SMO.7	4	1928	15	1157	243	1	0
SMOC1.14	25	2	285	0	325	0	47
SMOC2.6	81	175	1147	3	2	0	6
SMOX.20	664	931	107	7	1536	1336	1303
SMPD1.11	464	1223	858	802	710	1698	1374
SMPD2.6	722	624	502	368	660	285	2008
SMPD3.16	178	282	1817	181	126	45	2955
SMPD4.2	4715	4388	3407	3229	4569	3705	6893
SMPDL3A.6	357	356	151	183	4	230	215
SMPDL3B.1	529	582	627	1638	937	22	269
SMPX.x	0	0	0	0	0	31	21
SMR3A.4	0	1	0	0	0	0	0
SMR3B.4	0	0	0	0	0	0	0
SMS.x	2714	7156	5569	2505	6401	5990	3240
SMTN.22	3388	959	3271	3028	1542	3151	2561
SMTNL1.11	5	0	0	10	34	0	6
SMTNL2.17	326	15	2	4	4	0	1
SMU1.9	2032	3324	2609	2417	2314	1911	3091
SMUG1.12	1183	968	767	1573	295	371	667
SMURF1.7	4642	1551	1758	1036	4513	2764	2771
SMURF2.17	2409	1607	1422	1683	2206	9880	1413
SMYD1.2	1	2	0	0	10	1	0
SMYD2.1	1656	1485	2613	3333	5135	1897	4296
SMYD3.1	1097	638	247	720	233	805	814
SMYD4.17	826	878	323	709	741	974	1623
SMYD5.2	1728	1429	1082	1248	894	2517	1786
SNAI1.20	156	28	45	44	116	169	391
SNAI2.8	138	11	17	2	0	412	1332
SNAI3.16	113	82	62	83	84	26	101
SNAP23.15	1132	2680	2933	2899	1692	1363	2480
SNAP25.20	24	22	18	0	0	4	0
SNAP29.22	1967	2073	3391	2891	2704	1528	1952
SNAP91.6	2	22	1	0	0	157	0
SNAPC1.14	331	337	327	695	998	1548	566
SNAPC2.19	735	628	1306	753	718	827	845
SNAPC3.9	637	415	1218	1743	922	325	812
SNAPC4.9	2445	1196	998	1211	1141	909	2261
SNAPC5.15	335	284	224	407	185	265	349
SNAPIN.1	1174	1159	1687	1915	1065	768	1626
SNCA.4	0	0	0	0	2	0	0
SNCAIP.5	7	26	0	48	2	130	0
SNCB.5	7	7	5	74	6	0	4
SNCG.10	28	8	784	1755	38	566	499
SND1.7	12947	9224	10254	7144	14081	10091	15616
SNED1.2	479	834	549	271	173	416	280
SNF1LK.21	4879	188	558	154	2248	1415	1528
SNF1LK2.11	1171	1514	1029	2346	3600	1633	2279
SNF8.17	3925	13373	2858	2652	886	3410	2282
SNHG3-RCC1.1	247	121	83	90	293	177	137
SNIP.17	445	19231	433	900	513	26	1649
SNIP1.1	936	764	723	588	1890	590	643
SNN.16	1561	2747	1352	653	813	500	1417
SNPH.20	6	573	8	137	719	626	2
SNRK.3	871	2809	932	876	1417	1408	1165
SNRP70.19	8977	11633	6503	5029	5767	7477	8794
SNRPA.19	4470	4136	2684	3168	4410	3803	4296
SNRPA1.15	1078	913	1122	939	1051	758	798
SNRPB.20	8409	9378	3715	9516	9761	10149	10667
SNRPB2.20	2558	2664	1777	2698	3538	1578	1948
SNRPC.6	3198	2436	1491	3489	3676	3962	4208
SNRPD1.18	1729	2651	2765	1454	1980	1848	1784
SNRPD2.19	7412	4473	3508	3365	3351	4126	4776
SNRPD3.22	3648	3541	7763	4540	5664	3119	5505
SNRPE.1	1918	2198	2224	1268	1580	701	1034
SNRPF.12	2154	1801	1688	2598	1602	1827	1479
SNRPG.2	822	628	599	710	1068	928	887
SNRPN.15	1	6	2	0	1	0	0
SNTA1.20	235	1199	658	1060	830	1445	1855
SNTB1.8	84	148	96	131	778	1321	2
SNTB2.16	1756	1765	1390	1487	1925	1498	5189
SNTG1.8	0	0	0	0	0	0	0
SNTG2.2	15	1	1	0	0	1	0
SNUPN.15	200	159	828	971	812	630	1750
SNURF.15	0	19	0	8	0	0	0
SNW1.14	3279	3820	2799	5009	2866	2882	3643
SNX1.15	5398	3794	2250	5321	2265	2709	6397
SNX10.7	883	491	953	1073	1702	228	1256
SNX11.17	2010	727	1148	1219	1006	992	957
SNX12.x	923	452	664	410	704	1050	1033
